-0.016996114	-0.15534718	-0.060575243	-0.002042656	0.08914279	-0.037150916	0.0391937	-0.0863036	-0.16936843	0.047861658	-0.015063062	-0.09065906	-0.049417183	-0.13142295	-0.041587636	0.01985573
-0.10137988	-0.1415397	-0.0059664766	0.008191545	0.177603	0.0031335568	0.029427795	-0.09953535	-0.21146597	-0.059780553	0.0022914095	-0.08132418	0.017207073	-0.055182792	-0.038687453	0.070219226
-0.14335968	-0.13359144	0.037652843	0.03330077	0.19207603	-0.016570222	0.044080105	-0.18200067	-0.19278026	-0.0037550083	-0.04800844	-0.122427955	-0.026618274	-0.08888288	0.009895149	-0.044946264
-0.015896006	-0.1905703	-0.007847106	0.044787176	0.12297551	-0.037152164	0.0021680593	-0.049180996	-0.18836837	-0.03922173	-0.051283386	-0.14990486	-0.075944625	-0.040478844	-0.045381837	0.024148067
-0.0845577	-0.21629642	-0.00046037917	-0.049451947	0.13941249	-0.007157518	0.020741481	-0.044136103	-0.16390517	0.06533561	-0.015207628	-0.16869324	-0.06957718	-0.15334086	-0.10134844	0.03679523
-0.06141692	-0.11637883	0.050150674	-0.030151369	0.13176182	-0.039091166	0.038415752	-0.0538679	-0.13300109	0.04057628	-0.0129804835	-0.09923921	-0.017923458	-0.09191412	-0.053493563	0.025144013
-0.09388606	-0.21282816	-0.028033493	0.0086794775	0.17252511	-0.06539912	0.033526864	-0.101624	-0.21650293	-0.02040814	-0.054130632	-0.15450536	-0.08165746	-0.10145912	-0.025821518	0.08546545
-0.0007103683	-0.090481944	-0.02045025	-0.030438874	0.037747238	-0.059090696	-0.0044407635	-0.010372966	-0.05848497	0.01768426	-0.028723283	-0.11428082	-0.07442678	-0.05807905	-0.028902328	0.010731
-0.10586271	-0.13034679	-0.013792142	0.02630549	0.1111701	-0.025868533	0.038325652	-0.11459618	-0.10678824	0.021403844	-0.018383011	-0.101672135	-0.027885813	-0.058475424	-0.04927769	0.08007346
-0.05916127	-0.07489261	0.03436381	0.07316514	0.17965941	0.03781508	0.054154806	-0.15531148	-0.21831751	-0.07683447	-0.049584534	-0.05463023	-0.017411256	-0.069829084	0.030907111	-0.065247156
-0.024044853	-0.030997805	-0.019687893	0.026235258	0.06091625	0.020424858	0.024713276	-0.11569954	-0.15217358	-0.058144726	-0.00977163	-0.031247696	-0.025073392	-0.042246908	0.0020461045	0.036040384
-0.039801676	-0.13873579	-0.010807533	0.0154714575	0.16035394	-0.03203943	0.0029981276	-0.08553032	-0.14100859	-0.009235625	-0.018966159	-0.14214893	-0.032266762	-0.06554504	-0.026423408	0.048780166
-0.0678708	-0.090270214	0.032142464	0.010248066	0.07744632	0.003729824	-0.046537973	-0.03243371	-0.0581397	0.016128419	-0.036030587	-0.08438441	-0.05021121	-0.05011047	0.008023396	-0.0028292108
0.005030853	-0.07432234	-0.02781082	-0.08392989	0.025610073	-0.030046478	0.008621704	0.023852175	0.016932689	0.052138668	0.07691331	-0.1346247	-0.06719128	-0.07641731	-0.033322394	0.11746204
-0.061228264	-0.15179256	0.028866109	0.067623965	0.124056034	-0.0076321606	0.018429255	-0.09075309	-0.15052809	-0.021992488	-0.004052935	-0.07442612	-0.04229704	-0.09268006	0.0064250357	0.042946175
0.026111186	-0.11264305	0.0070100892	-0.051451467	0.024434317	-0.008424015	-0.0521515	-0.06187167	-0.054383565	0.015154921	0.016037654	-0.051883347	-0.047329653	-0.08336853	-0.04807882	0.05003345
-0.099240445	-0.15198122	0.047842342	-0.03255749	0.10182914	-0.06565611	-0.015858347	-0.04403387	-0.1330835	0.032136593	-0.0066253333	-0.07967821	0.01072488	-0.08838201	-0.052652653	-0.009323766
-0.07488777	-0.06613943	0.014608798	0.030052764	0.034309756	0.01538783	-0.030791504	-0.05760651	-0.100342244	0.043695133	0.0043188226	-0.06382504	-0.06659492	-0.049039956	0.011116591	0.08548493
-0.08053909	-0.06657816	0.009662078	0.03235711	0.07661711	0.019897638	0.008692798	-0.03544495	-0.07224475	-0.0076373937	0.021574173	-0.100958586	0.029448263	-0.052748147	-0.022968918	0.022846425
-0.074873984	-0.16786826	0.02688495	0.055596847	0.10580466	0.032186836	0.058389567	-0.063848615	-0.11278024	0.032802492	0.0014065024	-0.13013567	-0.04910487	-0.05791234	0.02261818	0.0011813962
-0.03117107	-0.062086325	0.0017484283	-0.04927272	0.042544935	-0.0074281422	-0.041611735	-0.020912873	-0.011049426	0.047227293	0.024507388	-0.07095792	-0.020862667	-0.054794066	-0.028266527	-0.0044351397
-0.08883857	-0.15100813	0.005966794	0.028240215	0.059413258	-0.03496098	-0.017150177	-0.009400358	-0.14757173	0.041799072	0.02642381	-0.09556538	-0.040719185	-0.051715195	-0.071448795	0.0309252
-0.10572694	-0.036955155	0.031528633	0.06916206	0.13842891	0.040183302	0.072604485	-0.14211208	-0.20053318	-0.047934886	-0.04415667	-0.042464443	0.10841408	0.037554473	0.06251109	-0.08616944
0.053565774	-0.11570569	-0.09088777	-0.08413641	-0.05309851	-0.03111078	-0.06049914	-0.0014194427	0.039706342	0.06871325	0.009497868	-0.112278424	-0.110859096	-0.0617462	-0.09301629	0.11485239
-0.09026306	-0.10674617	0.031405542	-0.014991828	0.12145186	0.0166875	0.011480251	-0.0075366283	-0.06941533	0.009597534	-0.03118087	-0.050612837	0.0100117875	-0.05730222	-0.018957872	-0.00022904587
-0.047627784	-0.1465445	0.0436009	-0.014780433	0.08004027	-0.015363633	0.062441308	-0.066557445	-0.09067304	0.06308956	-0.017136058	-0.12314655	0.023626491	-0.058188383	-0.027049443	-0.00893372
-0.038037814	-0.04759375	-0.016845284	0.01676426	0.033924937	0.05708523	-0.010095852	-0.09856099	-0.06733333	-0.06027727	-0.0657761	-0.0184248	0.0019789534	-0.038435604	-0.02247206	-0.03374144
0.009528168	-0.1394344	-0.059769895	-0.015454618	0.0041712215	-0.049766436	-0.03795601	-0.033737175	-0.004805488	0.006067357	0.02349991	-0.11129947	-0.02988965	-0.08137727	-0.08457692	0.0817792
-0.023152363	-0.10022346	-0.04405538	0.025024207	0.030406663	-0.026644854	0.011896991	-0.042406116	0.0027145874	0.01939715	0.030855278	-0.13662653	-0.04714076	-0.05303278	-0.05432641	0.09135264
-0.045730285	-0.07634444	-0.023378052	-0.026054777	0.09766041	0.011489198	-0.0026024675	-0.07554923	-0.053300217	0.0051595094	0.037116308	-0.08749521	-0.08049627	-0.079864696	-0.034125898	0.09103529
-0.029065298	-0.094373025	0.004150618	-0.0064757825	0.08852484	0.011073885	0.04312416	-0.08818212	-0.12691861	-0.022556098	0.0286193	-0.09862624	0.0048928643	-0.043538876	-0.0024198461	0.026771085
-0.0151821785	-0.060239483	-0.00018522886	-0.03095712	0.036018994	-0.065779224	-0.04673063	0.038175967	-0.07191534	0.066906214	-0.0007272626	-0.06615175	-0.046119075	-0.06931642	-0.039854556	0.045672182
-0.027694227	-0.10826378	-0.012249012	-0.055083755	0.0215344	-0.03929226	-0.006374356	-0.055670533	-0.07870062	0.04622645	0.015987696	-0.11654384	-0.096733734	-0.065858364	-0.02757261	0.117519245
-0.049125392	0.019963128	-0.004723068	0.012389651	0.01941915	0.012992442	0.0660635	-0.039907474	-0.004156964	0.025878852	-0.009659095	-0.023615727	0.009022334	-0.04598022	0.044970963	0.050045714
-0.05449936	-0.09310319	-0.043878376	-0.025880206	-0.0056798565	-0.056126215	-0.042456474	0.01799257	-0.079740144	-0.0030062571	-0.013742706	-0.06462062	-0.05208431	-0.06541933	-0.0048076	0.065845974
-0.047846086	-0.12853734	0.046734277	0.025512777	0.15799226	0.012046935	0.075450346	-0.09475185	-0.1686239	3.390613e-05	-0.08038618	-0.00742639	-0.009123942	0.028457953	0.023234406	-0.03030937
-0.042306196	-0.026557969	6.207478e-05	0.076795265	0.10028232	0.0015695444	-0.0051411306	-0.019304305	-0.07676416	-0.05717172	-0.015204968	-0.06345213	0.01866758	-0.03727119	-0.007406732	-0.043337468
-0.10684877	-0.11873881	-0.0031037088	0.02137576	0.1507764	0.03737164	0.03031934	-0.055109046	-0.11496966	-0.0067481273	-0.03813249	-0.107237615	-0.042361107	0.0042906892	-0.0422657	-0.031798843
0.016950846	-0.03279024	-0.026049905	0.06295984	0.010286123	-0.0049238773	-0.006852784	-0.062049072	-0.03499175	0.017253524	-0.054760624	-0.037451368	-0.030002302	-0.05282753	-0.00014664461	0.048790816
-0.028412584	-0.02515388	0.018320642	0.0037788122	0.034980398	-0.0466628	-0.017077938	-0.012701275	-0.0755447	-0.024437768	0.028048143	0.0009412989	0.0021917752	-0.017390197	0.013534617	-0.032139085
0.035110775	-0.10088074	0.0083608925	-0.010577579	0.027115967	-0.008742337	-0.060332503	0.015669398	0.039548688	0.0329699	0.04164245	-0.040310234	-0.080786645	-0.08526742	-0.06024677	0.043490667
